consumo_kwh,uso_horario_pico,cantidad_equipos,tipo_inmueble,horas_alto_consumo,categoria,region
601,False,20,Casa,3,Eficiente,Centro
560,True,11,Casa,6,Ineficiente,Sur
655,False,21,Casa,5,Moderado,Centro
627,True,17,Casa,3,Moderado,Sur
718,True,17,Casa,9,Ineficiente,Norte
321,True,4,Departamento,9,Ineficiente,Centro
331,True,5,Departamento,5,Ineficiente,Sur
423,False,9,Casa,5,Moderado,Centro
405,False,13,Departamento,10,Ineficiente,Centro
547,True,12,Casa,5,Ineficiente,Norte
715,True,15,Casa,11,Ineficiente,Sur
677,False,21,Casa,12,Ineficiente,Centro
474,True,13,Departamento,10,Ineficiente,Norte
332,True,11,Departamento,4,Ineficiente,Centro
412,True,11,Departamento,3,Ineficiente,Centro
607,True,10,Casa,12,Ineficiente,Norte
672,False,21,Casa,9,Ineficiente,Centro
788,True,24,Casa,4,Moderado,Norte
612,True,19,Casa,3,Ineficiente,Centro
394,False,8,Departamento,12,Ineficiente,Centro
397,True,8,Departamento,9,Ineficiente,Centro
382,False,7,Departamento,9,Moderado,Sur
672,True,16,Casa,6,Ineficiente,Sur
501,False,9,Casa,10,Ineficiente,Centro
748,True,18,Casa,12,Ineficiente,Norte
749,True,24,Casa,7,Ineficiente,Centro
470,True,9,Casa,6,Ineficiente,Centro
243,True,6,Departamento,4,Moderado,Centro
275,False,4,Departamento,8,Ineficiente,Centro
550,True,12,Casa,10,Ineficiente,Centro
794,True,23,Casa,5,Ineficiente,Sur
822,True,22,Casa,12,Ineficiente,Norte
568,False,15,Casa,8,Moderado,Centro
331,False,7,Departamento,4,Moderado,Norte
569,True,8,Casa,12,Ineficiente,Sur
762,True,24,Casa,3,Ineficiente,Norte
831,True,22,Casa,12,Ineficiente,Norte
236,True,4,Departamento,2,Ineficiente,Centro
683,True,21,Casa,7,Ineficiente,Centro
637,True,17,Casa,6,Ineficiente,Centro
415,False,9,Casa,3,Eficiente,Centro
294,False,8,Departamento,4,Moderado,Centro
368,True,5,Departamento,10,Ineficiente,Norte
495,True,12,Casa,4,Moderado,Centro
380,False,7,Departamento,8,Moderado,Sur
402,True,12,Departamento,2,Ineficiente,Centro
453,True,14,Departamento,8,Ineficiente,Centro
277,False,4,Departamento,10,Ineficiente,Centro
350,True,4,Departamento,12,Ineficiente,Centro
534,True,8,Casa,9,Ineficiente,Norte
334,True,7,Departamento,8,Ineficiente,Centro
755,True,18,Casa,11,Ineficiente,Sur
503,True,11,Departamento,9,Ineficiente,Sur
549,True,15,Casa,5,Ineficiente,Centro
290,True,4,Departamento,3,Moderado,Norte
378,False,6,Departamento,12,Ineficiente,Norte
665,True,16,Casa,10,Ineficiente,Centro
386,True,12,Departamento,4,Ineficiente,Centro
701,True,15,Casa,12,Ineficiente,Norte
406,True,9,Departamento,5,Ineficiente,Sur
659,False,21,Casa,8,Moderado,Centro
744,True,22,Casa,3,Moderado,Sur
492,True,13,Departamento,9,Ineficiente,Centro
654,True,16,Casa,11,Ineficiente,Centro
318,True,4,Departamento,9,Ineficiente,Centro
514,True,13,Casa,6,Ineficiente,Centro
670,True,15,Casa,10,Ineficiente,Centro
802,True,24,Casa,9,Ineficiente,Centro
654,False,23,Casa,2,Moderado,Centro
700,False,20,Casa,10,Ineficiente,Sur
455,False,11,Casa,6,Moderado,Centro
509,False,11,Casa,10,Ineficiente,Centro
709,False,21,Casa,10,Moderado,Sur
416,False,9,Departamento,11,Ineficiente,Centro
443,True,5,Departamento,11,Ineficiente,Norte
722,True,21,Casa,4,Moderado,Centro
325,False,8,Departamento,9,Moderado,Centro
781,True,21,Casa,8,Ineficiente,Sur
526,True,14,Departamento,8,Ineficiente,Centro
504,True,13,Departamento,11,Ineficiente,Centro
310,True,8,Departamento,3,Ineficiente,Centro
652,True,21,Casa,3,Moderado,Norte
407,True,11,Departamento,3,Ineficiente,Centro
808,True,20,Casa,12,Ineficiente,Sur
319,False,9,Departamento,3,Moderado,Norte
591,False,18,Casa,5,Eficiente,Centro
325,False,7,Departamento,8,Ineficiente,Centro
252,False,4,Departamento,3,Eficiente,Norte
467,True,12,Departamento,6,Ineficiente,Norte
765,True,18,Casa,8,Ineficiente,Sur
405,True,8,Departamento,10,Ineficiente,Centro
564,False,12,Casa,9,Ineficiente,Centro
427,True,6,Departamento,10,Ineficiente,Norte
448,False,8,Casa,8,Moderado,Centro
542,True,14,Casa,4,Moderado,Centro
500,False,14,Casa,2,Moderado,Centro
725,True,17,Casa,11,Ineficiente,Norte
566,False,13,Casa,8,Moderado,Sur
706,True,19,Casa,12,Ineficiente,Centro
699,True,20,Casa,7,Ineficiente,Centro
248,True,5,Departamento,3,Moderado,Centro
248,False,7,Departamento,2,Eficiente,Centro
877,True,23,Casa,11,Ineficiente,Sur
489,False,9,Casa,5,Moderado,Sur
475,False,13,Casa,5,Eficiente,Centro
523,False,8,Casa,7,Ineficiente,Sur
374,True,4,Departamento,12,Ineficiente,Centro
374,True,4,Departamento,6,Ineficiente,Sur
452,True,8,Casa,10,Ineficiente,Centro
730,False,23,Casa,9,Moderado,Centro
593,False,14,Casa,10,Moderado,Centro
568,False,13,Departamento,11,Ineficiente,Sur
334,True,5,Departamento,8,Ineficiente,Norte
683,True,16,Casa,10,Ineficiente,Centro
451,False,9,Casa,4,Moderado,Centro
304,True,5,Departamento,10,Ineficiente,Centro
345,False,11,Departamento,3,Moderado,Centro
674,True,13,Casa,10,Ineficiente,Sur
536,True,12,Casa,7,Ineficiente,Centro
577,False,15,Casa,5,Eficiente,Sur
675,True,15,Casa,12,Ineficiente,Centro
481,True,12,Casa,3,Moderado,Centro
668,False,19,Casa,11,Ineficiente,Centro
560,False,14,Casa,4,Moderado,Norte
675,False,20,Casa,6,Moderado,Centro
395,False,9,Departamento,10,Ineficiente,Centro
776,True,24,Casa,8,Ineficiente,Centro
574,True,11,Casa,12,Ineficiente,Centro
669,True,17,Casa,12,Ineficiente,Centro
540,True,10,Casa,4,Moderado,Norte
457,True,12,Departamento,5,Ineficiente,Norte
516,False,8,Casa,12,Ineficiente,Centro
596,True,18,Casa,3,Moderado,Centro
447,False,12,Departamento,9,Ineficiente,Norte
771,True,24,Casa,7,Ineficiente,Centro
407,True,12,Departamento,4,Ineficiente,Centro
718,True,24,Casa,6,Ineficiente,Centro
479,False,9,Casa,6,Moderado,Centro
433,True,10,Casa,2,Moderado,Centro
520,True,10,Casa,6,Ineficiente,Centro
439,False,13,Departamento,7,Moderado,Centro
371,True,7,Departamento,11,Ineficiente,Centro
729,True,21,Casa,11,Ineficiente,Centro
750,False,23,Casa,12,Ineficiente,Centro
433,True,7,Departamento,12,Ineficiente,Norte
494,True,9,Departamento,12,Ineficiente,Centro
707,True,24,Casa,3,Ineficiente,Centro
591,True,12,Casa,4,Ineficiente,Sur
593,True,8,Casa,11,Ineficiente,Sur
439,True,12,Departamento,6,Ineficiente,Centro
600,True,17,Casa,4,Ineficiente,Centro
689,True,19,Casa,6,Ineficiente,Centro
286,True,5,Departamento,6,Ineficiente,Centro
810,True,23,Casa,9,Ineficiente,Centro
740,True,22,Casa,11,Ineficiente,Centro
699,False,20,Casa,10,Ineficiente,Centro
735,True,21,Casa,9,Ineficiente,Norte
462,False,9,Casa,4,Moderado,Sur
473,True,9,Casa,2,Moderado,Norte
520,True,10,Casa,4,Moderado,Sur
540,True,12,Casa,2,Moderado,Sur
317,False,6,Departamento,12,Ineficiente,Centro
492,True,14,Departamento,10,Ineficiente,Centro
647,True,19,Casa,4,Ineficiente,Centro
641,True,16,Casa,9,Ineficiente,Centro
689,True,21,Casa,7,Ineficiente,Centro
740,True,23,Casa,4,Ineficiente,Centro
658,True,18,Casa,10,Ineficiente,Centro
477,True,13,Departamento,9,Ineficiente,Centro
541,False,17,Casa,4,Moderado,Centro
626,True,15,Casa,8,Ineficiente,Centro
732,True,23,Casa,6,Ineficiente,Centro
380,True,9,Departamento,3,Moderado,Norte
508,True,9,Casa,9,Ineficiente,Norte
424,True,13,Departamento,2,Moderado,Centro
627,True,16,Casa,5,Ineficiente,Norte
421,True,5,Departamento,12,Ineficiente,Norte
564,True,13,Departamento,12,Ineficiente,Sur
628,True,17,Casa,5,Ineficiente,Norte
774,True,20,Casa,11,Ineficiente,Centro
668,True,22,Casa,6,Ineficiente,Centro
536,True,11,Casa,5,Moderado,Sur
386,True,10,Departamento,2,Moderado,Centro
509,True,14,Departamento,8,Ineficiente,Centro
439,False,12,Departamento,11,Ineficiente,Centro
500,True,10,Departamento,12,Ineficiente,Centro
454,True,9,Casa,3,Moderado,Centro
755,False,21,Casa,11,Ineficiente,Norte
402,True,8,Departamento,4,Moderado,Sur
481,False,11,Casa,6,Moderado,Centro
436,False,12,Departamento,9,Ineficiente,Centro
674,False,16,Casa,11,Ineficiente,Centro
735,False,24,Casa,9,Moderado,Centro
416,True,10,Departamento,3,Moderado,Sur
766,True,24,Casa,10,Ineficiente,Centro
290,False,6,Departamento,7,Moderado,Centro
441,True,5,Departamento,10,Ineficiente,Norte
478,False,13,Departamento,5,Moderado,Sur
413,True,13,Departamento,4,Ineficiente,Centro
659,True,19,Casa,6,Ineficiente,Centro
287,False,6,Departamento,6,Moderado,Norte
676,True,22,Casa,5,Ineficiente,Centro
791,False,24,Casa,8,Moderado,Sur
492,True,14,Departamento,9,Ineficiente,Centro
497,False,14,Casa,6,Moderado,Centro
588,False,12,Casa,10,Moderado,Norte
608,True,15,Casa,8,Ineficiente,Centro
715,True,23,Casa,8,Ineficiente,Centro
369,True,6,Departamento,9,Ineficiente,Sur
641,False,22,Casa,5,Moderado,Centro
432,False,10,Departamento,11,Moderado,Sur
434,True,14,Departamento,7,Ineficiente,Centro
429,True,8,Departamento,6,Ineficiente,Norte
527,False,17,Casa,2,Moderado,Centro
429,False,12,Departamento,10,Ineficiente,Centro
480,True,8,Casa,3,Moderado,Sur
350,True,5,Departamento,7,Ineficiente,Sur
588,False,15,Casa,9,Moderado,Centro
261,True,4,Departamento,4,Ineficiente,Centro
387,False,13,Departamento,6,Moderado,Centro
583,True,11,Casa,8,Ineficiente,Sur
613,False,18,Casa,5,Moderado,Sur
368,True,9,Departamento,6,Ineficiente,Centro
524,False,17,Casa,2,Moderado,Centro
284,True,5,Departamento,5,Ineficiente,Centro
702,True,20,Casa,8,Ineficiente,Centro
591,True,12,Casa,11,Ineficiente,Centro
309,False,6,Departamento,8,Ineficiente,Centro
538,True,11,Departamento,11,Ineficiente,Norte
493,True,9,Departamento,11,Ineficiente,Norte
784,True,22,Casa,5,Ineficiente,Sur
423,True,12,Departamento,7,Ineficiente,Centro
448,True,8,Casa,6,Ineficiente,Centro
275,True,5,Departamento,2,Ineficiente,Centro
485,True,12,Departamento,9,Ineficiente,Centro
639,False,20,Casa,8,Moderado,Centro
431,False,8,Casa,6,Moderado,Centro
632,False,18,Casa,11,Ineficiente,Centro
505,True,12,Departamento,11,Ineficiente,Centro
565,False,15,Casa,8,Moderado,Centro
458,True,12,Departamento,11,Ineficiente,Centro
624,True,19,Casa,4,Ineficiente,Centro
523,True,12,Departamento,9,Ineficiente,Centro
456,True,13,Departamento,6,Ineficiente,Centro
554,True,12,Casa,3,Moderado,Centro
590,True,17,Casa,3,Moderado,Norte
737,True,23,Casa,5,Ineficiente,Centro
363,True,7,Departamento,8,Ineficiente,Sur
420,True,8,Departamento,11,Ineficiente,Centro
554,True,13,Casa,5,Ineficiente,Centro
393,True,6,Departamento,10,Ineficiente,Centro
607,True,17,Casa,3,Ineficiente,Norte
732,True,21,Casa,7,Ineficiente,Centro
443,True,14,Departamento,5,Ineficiente,Centro
756,True,24,Casa,7,Ineficiente,Centro
795,False,23,Casa,11,Moderado,Sur
534,True,11,Casa,10,Ineficiente,Centro
618,True,9,Casa,11,Ineficiente,Norte
795,False,23,Casa,10,Ineficiente,Sur
536,True,8,Casa,10,Ineficiente,Centro
381,True,5,Departamento,10,Ineficiente,Centro
592,True,18,Casa,4,Moderado,Centro
833,True,23,Casa,12,Ineficiente,Centro
773,True,22,Casa,10,Ineficiente,Centro
549,False,16,Casa,4,Moderado,Norte
360,True,4,Departamento,11,Ineficiente,Centro
405,True,11,Departamento,4,Ineficiente,Norte
687,True,15,Casa,6,Ineficiente,Sur
420,False,12,Departamento,7,Moderado,Centro
480,False,9,Casa,10,Moderado,Centro
630,True,15,Casa,2,Moderado,Sur
475,True,9,Casa,9,Ineficiente,Centro
430,True,8,Casa,5,Moderado,Centro
730,True,20,Casa,11,Ineficiente,Centro
476,True,10,Departamento,8,Ineficiente,Centro
482,True,10,Casa,7,Ineficiente,Centro
393,False,14,Departamento,7,Moderado,Centro
580,True,12,Casa,8,Ineficiente,Sur
621,True,13,Casa,5,Ineficiente,Sur
472,True,11,Departamento,7,Ineficiente,Sur
781,True,24,Casa,4,Moderado,Sur
750,True,23,Casa,6,Ineficiente,Centro
348,False,12,Departamento,3,Moderado,Centro
384,True,7,Departamento,4,Moderado,Sur
467,False,13,Departamento,10,Ineficiente,Centro
440,True,9,Departamento,7,Ineficiente,Sur
368,True,10,Departamento,4,Ineficiente,Centro
331,True,8,Departamento,3,Ineficiente,Centro
527,False,13,Casa,6,Moderado,Centro
831,True,23,Casa,11,Ineficiente,Sur
457,True,12,Casa,6,Ineficiente,Centro
627,True,19,Casa,2,Ineficiente,Centro
315,False,8,Departamento,4,Moderado,Centro
318,True,4,Departamento,8,Ineficiente,Centro
785,True,23,Casa,10,Ineficiente,Centro
554,True,14,Casa,6,Ineficiente,Centro
397,True,10,Departamento,5,Ineficiente,Centro
548,True,13,Casa,4,Ineficiente,Centro
386,True,6,Departamento,11,Ineficiente,Centro
634,False,14,Casa,10,Ineficiente,Centro
463,True,9,Casa,8,Ineficiente,Centro
610,False,15,Casa,8,Moderado,Norte
662,False,18,Casa,9,Moderado,Sur
406,True,6,Departamento,11,Ineficiente,Centro
273,True,8,Departamento,2,Moderado,Centro
426,False,12,Departamento,12,Ineficiente,Centro
505,True,12,Casa,5,Ineficiente,Centro
485,True,9,Casa,6,Ineficiente,Centro
391,False,13,Departamento,6,Moderado,Centro
244,True,5,Departamento,2,Ineficiente,Centro
603,False,20,Casa,4,Eficiente,Centro
490,True,12,Casa,3,Moderado,Centro
408,True,5,Departamento,8,Ineficiente,Norte
694,True,20,Casa,6,Ineficiente,Centro
531,False,14,Casa,4,Moderado,Norte
751,True,15,Casa,12,Ineficiente,Norte
677,True,14,Casa,9,Ineficiente,Sur
261,False,9,Departamento,2,Moderado,Centro
328,False,11,Departamento,2,Eficiente,Centro
621,False,18,Casa,7,Moderado,Centro
455,True,8,Casa,2,Eficiente,Sur
503,False,15,Casa,5,Moderado,Centro
475,True,8,Casa,7,Ineficiente,Centro
547,True,16,Casa,2,Ineficiente,Centro
424,False,6,Departamento,10,Ineficiente,Sur
689,True,17,Casa,5,Ineficiente,Sur
732,True,18,Casa,10,Ineficiente,Sur
559,True,8,Casa,10,Ineficiente,Norte
585,False,15,Casa,7,Moderado,Centro
648,True,19,Casa,8,Ineficiente,Centro
387,True,8,Casa,2,Moderado,Centro
438,True,9,Departamento,6,Ineficiente,Sur
531,True,11,Casa,4,Moderado,Norte
766,False,22,Casa,11,Ineficiente,Norte
395,True,7,Departamento,11,Ineficiente,Centro
377,False,9,Departamento,7,Moderado,Norte
485,False,12,Casa,5,Moderado,Centro
383,True,5,Departamento,10,Ineficiente,Centro
490,True,9,Casa,8,Ineficiente,Centro
603,True,11,Casa,5,Ineficiente,Norte
681,False,16,Casa,12,Ineficiente,Centro
478,True,12,Departamento,7,Ineficiente,Centro
398,True,9,Departamento,3,Ineficiente,Norte
487,True,8,Casa,4,Ineficiente,Centro
705,True,18,Casa,12,Ineficiente,Centro
373,False,11,Departamento,8,Moderado,Centro
636,False,17,Casa,12,Ineficiente,Centro
733,True,23,Casa,5,Ineficiente,Norte
457,False,9,Departamento,11,Moderado,Sur
443,False,10,Departamento,8,Moderado,Sur
510,True,10,Departamento,10,Ineficiente,Sur
400,True,8,Departamento,6,Ineficiente,Norte
683,False,22,Casa,2,Eficiente,Sur
527,False,14,Departamento,6,Ineficiente,Sur
520,True,12,Departamento,7,Ineficiente,Sur
596,True,8,Casa,12,Ineficiente,Norte
600,False,20,Casa,3,Moderado,Centro
552,True,10,Casa,9,Ineficiente,Sur
424,False,13,Casa,3,Eficiente,Centro
362,False,5,Departamento,10,Ineficiente,Centro
290,False,6,Departamento,3,Moderado,Sur
412,False,10,Casa,4,Moderado,Centro
557,True,11,Casa,9,Ineficiente,Centro
455,False,11,Departamento,12,Ineficiente,Centro
711,True,17,Casa,7,Ineficiente,Sur
578,False,15,Casa,2,Eficiente,Norte
684,True,19,Casa,5,Ineficiente,Centro
476,True,10,Casa,6,Ineficiente,Centro
683,True,15,Casa,12,Ineficiente,Centro
382,False,8,Casa,4,Moderado,Centro
703,True,21,Casa,2,Moderado,Sur
685,True,20,Casa,4,Moderado,Sur
659,False,19,Casa,10,Moderado,Norte
415,False,10,Casa,3,Eficiente,Centro
419,True,13,Departamento,2,Moderado,Norte
390,True,7,Departamento,8,Ineficiente,Centro
639,True,17,Casa,8,Ineficiente,Centro
483,False,8,Casa,6,Eficiente,Sur
410,False,10,Departamento,3,Moderado,Sur
514,False,16,Casa,2,Eficiente,Norte
644,True,17,Casa,6,Ineficiente,Norte
497,True,12,Departamento,11,Ineficiente,Centro
275,False,6,Departamento,5,Moderado,Centro
382,True,5,Departamento,10,Ineficiente,Centro
722,True,18,Casa,6,Ineficiente,Sur
567,True,12,Departamento,12,Ineficiente,Sur
501,False,9,Casa,11,Ineficiente,Centro
276,False,4,Departamento,3,Eficiente,Sur
502,True,13,Casa,5,Moderado,Centro
532,False,12,Casa,10,Ineficiente,Centro
367,True,6,Departamento,9,Ineficiente,Centro
578,True,13,Casa,4,Ineficiente,Norte
695,True,17,Casa,9,Ineficiente,Sur
293,True,8,Departamento,3,Moderado,Centro
719,True,24,Casa,4,Moderado,Centro
501,False,10,Casa,6,Moderado,Centro
552,True,8,Casa,12,Ineficiente,Norte
544,True,11,Departamento,11,Ineficiente,Norte
568,True,14,Departamento,11,Ineficiente,Centro
570,True,12,Casa,9,Ineficiente,Centro
224,True,4,Departamento,2,Moderado,Centro
731,True,23,Casa,5,Ineficiente,Centro
290,False,9,Departamento,2,Moderado,Centro
436,False,13,Casa,2,Eficiente,Centro
543,False,16,Casa,6,Moderado,Centro
462,True,9,Departamento,7,Ineficiente,Sur
625,False,21,Casa,2,Eficiente,Centro
686,True,17,Casa,12,Ineficiente,Centro
529,True,9,Casa,7,Ineficiente,Norte
449,True,12,Departamento,6,Ineficiente,Centro
484,True,8,Casa,5,Ineficiente,Norte
630,False,17,Casa,11,Ineficiente,Centro
586,True,16,Casa,6,Ineficiente,Centro
513,True,10,Casa,9,Ineficiente,Centro
827,True,22,Casa,10,Ineficiente,Centro
491,False,14,Departamento,12,Ineficiente,Centro
404,False,13,Departamento,3,Moderado,Centro
645,True,13,Casa,7,Ineficiente,Norte
675,False,24,Casa,4,Moderado,Centro
501,False,12,Casa,3,Eficiente,Norte
667,True,22,Casa,2,Moderado,Centro
254,True,5,Departamento,5,Ineficiente,Centro
530,True,12,Casa,9,Ineficiente,Centro
654,True,20,Casa,4,Ineficiente,Centro
419,False,11,Departamento,6,Moderado,Sur
608,True,8,Casa,11,Ineficiente,Norte
445,True,13,Departamento,6,Ineficiente,Centro
536,False,12,Casa,6,Moderado,Centro
551,True,13,Departamento,12,Ineficiente,Norte
474,True,9,Departamento,10,Ineficiente,Centro
337,True,4,Departamento,9,Ineficiente,Centro
465,True,11,Departamento,9,Ineficiente,Centro
508,True,14,Casa,2,Moderado,Centro
508,False,15,Casa,2,Moderado,Centro
367,True,8,Departamento,3,Ineficiente,Centro
628,False,18,Casa,9,Ineficiente,Centro
656,True,16,Casa,11,Ineficiente,Centro
406,True,8,Casa,2,Ineficiente,Centro
610,False,15,Casa,5,Moderado,Norte
768,True,19,Casa,10,Ineficiente,Norte
434,False,9,Casa,3,Moderado,Centro
323,False,6,Departamento,4,Moderado,Sur
821,True,24,Casa,12,Ineficiente,Centro
775,True,22,Casa,7,Ineficiente,Norte
718,False,16,Casa,12,Ineficiente,Sur
505,False,10,Casa,11,Ineficiente,Centro
299,True,4,Departamento,4,Ineficiente,Centro
518,True,8,Casa,5,Ineficiente,Sur
700,True,22,Casa,10,Ineficiente,Centro
449,True,9,Departamento,10,Ineficiente,Centro
642,False,19,Casa,11,Ineficiente,Centro
572,True,13,Casa,6,Ineficiente,Centro
723,True,20,Casa,8,Ineficiente,Centro
363,True,5,Departamento,10,Ineficiente,Centro
786,True,20,Casa,9,Ineficiente,Sur
908,True,24,Casa,12,Ineficiente,Sur
532,True,8,Casa,8,Ineficiente,Sur
648,True,12,Casa,9,Ineficiente,Sur
838,True,24,Casa,6,Moderado,Sur
653,True,14,Casa,6,Ineficiente,Norte
703,True,23,Casa,6,Ineficiente,Centro
296,False,9,Departamento,2,Eficiente,Centro
399,False,10,Departamento,7,Moderado,Sur
669,True,21,Casa,6,Moderado,Centro
423,True,9,Departamento,9,Ineficiente,Centro
691,False,19,Casa,9,Moderado,Norte
669,True,20,Casa,3,Moderado,Centro
325,False,5,Departamento,12,Ineficiente,Centro
310,False,5,Departamento,7,Moderado,Norte
456,True,9,Departamento,12,Ineficiente,Centro
517,True,9,Casa,11,Ineficiente,Centro
366,True,6,Departamento,11,Ineficiente,Centro
716,True,20,Casa,7,Ineficiente,Centro
332,False,11,Departamento,4,Moderado,Centro
405,False,14,Departamento,2,Moderado,Centro
594,True,11,Casa,8,Ineficiente,Norte
514,True,12,Departamento,11,Ineficiente,Sur
744,True,23,Casa,6,Ineficiente,Centro
696,True,17,Casa,11,Ineficiente,Centro
507,True,10,Casa,6,Ineficiente,Centro
538,False,11,Casa,12,Ineficiente,Centro
415,True,7,Departamento,9,Ineficiente,Sur
484,True,13,Departamento,6,Ineficiente,Centro
494,True,10,Casa,6,Ineficiente,Centro
366,True,10,Departamento,2,Ineficiente,Norte
486,True,13,Departamento,3,Ineficiente,Sur
676,True,21,Casa,6,Ineficiente,Centro
415,True,11,Departamento,8,Ineficiente,Centro
436,False,11,Casa,4,Moderado,Centro
428,True,12,Departamento,2,Moderado,Sur
798,True,24,Casa,12,Ineficiente,Centro
616,False,20,Casa,3,Moderado,Centro
551,False,17,Casa,4,Moderado,Centro
476,True,10,Departamento,10,Ineficiente,Centro
565,True,13,Casa,9,Ineficiente,Centro
378,False,9,Casa,5,Moderado,Centro
500,True,8,Casa,9,Ineficiente,Centro
479,True,6,Departamento,10,Ineficiente,Sur
720,True,23,Casa,4,Ineficiente,Centro
589,True,10,Casa,7,Ineficiente,Centro
577,True,12,Casa,9,Ineficiente,Centro
778,True,22,Casa,11,Ineficiente,Centro
310,False,6,Departamento,8,Moderado,Sur
464,False,13,Departamento,10,Moderado,Centro
538,False,11,Casa,8,Moderado,Norte
588,True,15,Casa,2,Moderado,Sur
477,True,12,Departamento,10,Ineficiente,Centro
762,False,24,Casa,6,Moderado,Sur
440,True,12,Departamento,7,Ineficiente,Centro
527,True,13,Departamento,3,Ineficiente,Sur
373,True,9,Departamento,3,Ineficiente,Norte
507,True,11,Casa,5,Ineficiente,Centro
786,True,24,Casa,5,Moderado,Sur
344,True,6,Departamento,6,Ineficiente,Centro
718,False,21,Casa,8,Moderado,Norte
498,True,12,Departamento,12,Ineficiente,Centro
667,False,24,Casa,2,Eficiente,Sur
422,False,8,Departamento,11,Ineficiente,Norte
519,True,9,Casa,5,Moderado,Sur
678,False,20,Casa,10,Ineficiente,Centro
692,False,23,Casa,9,Moderado,Centro
486,True,11,Departamento,4,Ineficiente,Sur
448,True,11,Departamento,7,Ineficiente,Centro
662,True,11,Casa,12,Ineficiente,Norte
573,True,10,Casa,10,Ineficiente,Centro
519,True,14,Departamento,9,Ineficiente,Centro
510,True,11,Casa,8,Ineficiente,Centro
681,True,13,Casa,8,Ineficiente,Sur
461,True,12,Casa,2,Moderado,Centro
598,True,16,Casa,6,Ineficiente,Centro
682,True,18,Casa,8,Ineficiente,Centro
528,False,13,Casa,3,Eficiente,Norte
797,True,23,Casa,7,Ineficiente,Norte
609,False,18,Casa,3,Moderado,Sur
713,True,22,Casa,4,Ineficiente,Norte
620,True,16,Casa,2,Ineficiente,Centro
580,True,16,Casa,4,Ineficiente,Centro
308,True,4,Departamento,8,Ineficiente,Centro
620,False,17,Casa,6,Moderado,Sur
599,True,16,Casa,5,Ineficiente,Centro
793,True,22,Casa,9,Ineficiente,Norte
514,True,9,Casa,9,Ineficiente,Centro
584,True,17,Casa,2,Ineficiente,Centro
796,False,24,Casa,10,Ineficiente,Centro
358,True,6,Departamento,10,Ineficiente,Centro
729,False,24,Casa,3,Eficiente,Sur
422,True,11,Departamento,3,Moderado,Sur
522,True,9,Casa,9,Ineficiente,Centro
518,True,8,Casa,12,Ineficiente,Centro
639,True,18,Casa,7,Ineficiente,Centro
577,False,17,Casa,4,Moderado,Sur
559,True,12,Casa,3,Ineficiente,Sur
389,True,9,Departamento,6,Ineficiente,Centro
570,False,12,Casa,9,Ineficiente,Centro
402,True,9,Departamento,7,Ineficiente,Centro
455,True,13,Departamento,4,Ineficiente,Norte
605,True,13,Casa,10,Ineficiente,Norte
610,True,16,Casa,9,Ineficiente,Centro
686,True,19,Casa,11,Ineficiente,Centro
811,True,22,Casa,7,Ineficiente,Norte
645,False,23,Casa,2,Eficiente,Centro
626,True,20,Casa,3,Ineficiente,Centro
488,False,14,Casa,5,Moderado,Centro
457,True,11,Casa,3,Moderado,Centro
397,True,10,Departamento,4,Moderado,Norte
384,False,8,Departamento,9,Ineficiente,Centro
381,False,9,Departamento,10,Ineficiente,Centro
598,True,17,Casa,7,Ineficiente,Centro
654,True,14,Casa,5,Ineficiente,Norte
567,False,14,Casa,12,Moderado,Centro
459,False,11,Casa,3,Moderado,Norte
508,False,10,Casa,8,Moderado,Centro
413,True,7,Departamento,11,Ineficiente,Centro
569,True,14,Departamento,12,Ineficiente,Norte
670,True,20,Casa,8,Ineficiente,Centro
779,False,24,Casa,11,Ineficiente,Norte
594,True,14,Casa,10,Ineficiente,Centro
749,True,24,Casa,6,Ineficiente,Centro
534,False,11,Casa,11,Ineficiente,Centro
625,True,18,Casa,5,Moderado,Centro
571,False,10,Casa,11,Moderado,Sur
310,True,6,Departamento,7,Ineficiente,Centro
468,True,10,Casa,3,Ineficiente,Centro
429,True,12,Departamento,3,Ineficiente,Centro
564,True,8,Casa,10,Ineficiente,Sur
534,True,11,Casa,8,Ineficiente,Centro
721,True,21,Casa,8,Ineficiente,Centro
548,True,8,Casa,6,Ineficiente,Sur
651,False,21,Casa,8,Moderado,Centro
595,True,13,Departamento,10,Ineficiente,Sur
581,True,13,Departamento,11,Ineficiente,Sur
753,True,22,Casa,6,Ineficiente,Norte
827,True,24,Casa,10,Ineficiente,Centro
328,False,13,Departamento,2,Moderado,Centro
684,True,21,Casa,4,Ineficiente,Centro
693,True,19,Casa,8,Ineficiente,Centro
434,False,11,Casa,5,Moderado,Centro
300,True,6,Departamento,3,Ineficiente,Centro
312,True,4,Departamento,4,Ineficiente,Norte
615,False,18,Casa,8,Eficiente,Centro
467,False,11,Departamento,9,Moderado,Norte
440,True,7,Departamento,12,Ineficiente,Norte
713,True,19,Casa,10,Ineficiente,Centro
658,False,21,Casa,7,Moderado,Centro
757,True,22,Casa,11,Ineficiente,Centro
344,False,4,Departamento,10,Ineficiente,Norte
548,False,13,Casa,5,Eficiente,Sur
279,False,8,Departamento,6,Moderado,Centro
403,True,10,Casa,2,Moderado,Centro
446,True,9,Departamento,10,Ineficiente,Centro
766,True,24,Casa,10,Ineficiente,Centro
803,True,24,Casa,10,Ineficiente,Centro
