region,tipo_inmueble,cantidad_equipos,horas_alto_consumo,uso_horario_pico,consumo_kwh,categoria
Centro,Casa,18,5,True,264,Moderado
Norte,Casa,23,5,True,341,Moderado
Centro,Casa,19,6,True,269,Ineficiente
Centro,Casa,15,6,True,244,Ineficiente
Norte,Casa,10,2,True,215,Moderado
Norte,Casa,9,5,False,233,Moderado
Norte,Casa,13,6,False,238,Eficiente
Norte,Departamento,10,6,True,189,Ineficiente
Centro,Departamento,10,3,True,185,Ineficiente
Centro,Departamento,13,3,True,158,Moderado
Centro,Casa,9,3,False,140,Eficiente
Centro,Casa,21,4,True,286,Ineficiente
Sur,Casa,9,6,True,252,Moderado
Centro,Casa,8,3,False,191,Eficiente
Centro,Casa,9,3,True,227,Moderado
Centro,Casa,16,5,True,259,Moderado
Centro,Casa,16,3,True,247,Ineficiente
Centro,Departamento,6,5,True,136,Moderado
Norte,Casa,18,2,False,253,Eficiente
Centro,Casa,13,3,False,154,Eficiente
Centro,Casa,19,5,True,273,Moderado
Centro,Casa,10,3,True,208,Moderado
Centro,Casa,19,2,True,252,Moderado
Centro,Casa,8,3,True,183,Eficiente
Centro,Casa,16,5,True,256,Ineficiente
Norte,Casa,13,2,True,245,Moderado
Centro,Casa,18,2,True,278,Moderado
Centro,Casa,10,2,True,213,Moderado
Centro,Casa,11,4,True,239,Moderado
Centro,Departamento,5,5,True,156,Ineficiente
Centro,Casa,13,4,True,238,Moderado
Centro,Casa,8,2,True,235,Ineficiente
Sur,Casa,15,4,True,275,Moderado
Norte,Departamento,10,3,True,171,Moderado
Sur,Departamento,4,4,False,144,Eficiente
Centro,Casa,24,6,True,321,Ineficiente
Centro,Casa,8,2,True,193,Moderado
Centro,Departamento,7,2,True,124,Moderado
Norte,Casa,20,5,False,324,Eficiente
Centro,Casa,10,3,False,178,Eficiente
Centro,Casa,9,5,True,193,Moderado
Centro,Departamento,10,4,False,155,Moderado
Centro,Departamento,11,6,False,188,Moderado
Centro,Casa,23,6,True,348,Ineficiente
Centro,Casa,20,6,False,222,Eficiente
Centro,Casa,19,6,True,303,Ineficiente
Norte,Casa,19,3,True,328,Moderado
Centro,Departamento,8,4,False,124,Eficiente
Centro,Casa,15,6,False,230,Moderado
Norte,Casa,24,2,True,304,Moderado
Norte,Casa,14,4,True,251,Moderado
Centro,Casa,16,3,False,205,Eficiente
Centro,Casa,24,6,False,316,Moderado
Centro,Casa,17,3,True,256,Moderado
Norte,Casa,11,6,True,191,Moderado
Centro,Casa,14,2,True,220,Eficiente
Norte,Casa,14,4,True,249,Moderado
Centro,Casa,15,2,False,232,Moderado
Centro,Casa,15,6,True,258,Ineficiente
Centro,Departamento,9,5,False,146,Moderado
Centro,Departamento,6,4,False,134,Moderado
Sur,Departamento,9,3,True,224,Ineficiente
Centro,Casa,15,6,True,265,Ineficiente
Centro,Departamento,13,2,True,172,Moderado
Centro,Casa,10,5,True,189,Moderado
Centro,Casa,23,6,True,344,Ineficiente
Norte,Casa,22,3,True,381,Ineficiente
Norte,Casa,11,2,True,234,Moderado
Centro,Casa,23,4,True,312,Moderado
Centro,Casa,17,5,True,299,Ineficiente
Centro,Casa,18,6,True,246,Moderado
Centro,Casa,12,6,False,233,Moderado
Centro,Casa,18,6,True,288,Ineficiente
Centro,Casa,20,6,False,254,Moderado
Centro,Casa,22,2,False,253,Eficiente
Centro,Departamento,4,4,False,81,Eficiente
Centro,Departamento,7,3,False,146,Moderado
Centro,Casa,22,5,True,283,Moderado
Norte,Casa,18,6,True,309,Ineficiente
Sur,Casa,9,6,True,225,Moderado
Norte,Departamento,4,4,True,180,Ineficiente
Norte,Casa,19,4,True,293,Moderado
Centro,Casa,23,2,True,317,Moderado
Centro,Casa,9,2,True,193,Moderado
Centro,Casa,24,2,True,290,Moderado
Centro,Casa,21,5,True,270,Moderado
Centro,Departamento,4,2,True,144,Ineficiente
Centro,Casa,12,6,True,231,Ineficiente
Centro,Casa,17,2,False,234,Moderado
Centro,Departamento,11,5,False,147,Eficiente
Centro,Departamento,9,2,True,157,Moderado
Centro,Casa,23,2,False,275,Eficiente
Sur,Casa,16,6,True,271,Moderado
Norte,Casa,11,6,True,238,Moderado
Centro,Departamento,10,6,True,216,Ineficiente
Centro,Casa,18,2,False,219,Moderado
Sur,Departamento,6,6,True,215,Ineficiente
Norte,Casa,24,4,True,339,Moderado
Centro,Casa,20,3,False,265,Eficiente
Centro,Casa,11,3,True,229,Ineficiente
Centro,Casa,21,6,False,277,Moderado
Centro,Casa,17,5,True,257,Moderado
Norte,Casa,17,6,True,279,Ineficiente
Centro,Casa,17,6,False,242,Moderado
Sur,Departamento,5,2,True,195,Moderado
Centro,Casa,9,5,False,160,Eficiente
Centro,Casa,16,6,False,235,Moderado
Norte,Casa,12,4,False,193,Eficiente
Sur,Casa,15,3,True,273,Moderado
Centro,Casa,21,4,True,289,Ineficiente
Norte,Casa,14,4,True,290,Ineficiente
Centro,Departamento,11,4,True,212,Ineficiente
Centro,Casa,16,5,False,201,Eficiente
Norte,Casa,10,5,True,209,Moderado
Centro,Casa,21,5,False,268,Moderado
Norte,Casa,24,3,False,318,Eficiente
Centro,Casa,19,2,False,210,Eficiente
Centro,Departamento,8,6,False,138,Moderado
Centro,Departamento,8,6,False,166,Moderado
Centro,Casa,21,2,False,280,Moderado
Centro,Casa,16,6,False,235,Eficiente
Centro,Casa,9,4,False,142,Eficiente
Norte,Casa,18,3,False,281,Moderado
Centro,Casa,24,6,False,279,Moderado
Centro,Casa,9,3,True,213,Moderado
Centro,Casa,14,2,True,215,Eficiente
Centro,Casa,20,6,True,297,Ineficiente
Centro,Casa,12,3,True,230,Ineficiente
Sur,Casa,23,4,True,371,Moderado
Norte,Casa,22,4,False,265,Eficiente
Centro,Casa,15,2,False,197,Eficiente
Norte,Departamento,7,5,True,211,Ineficiente
Sur,Casa,8,6,False,230,Moderado
Norte,Casa,24,4,False,290,Eficiente
Norte,Casa,22,4,False,308,Moderado
Centro,Departamento,4,2,False,78,Eficiente
Centro,Casa,21,4,True,295,Ineficiente
Centro,Casa,17,6,True,260,Moderado
Centro,Casa,9,2,True,222,Moderado
Centro,Casa,13,3,True,213,Moderado
Norte,Departamento,5,2,True,96,Eficiente
Centro,Casa,12,6,False,205,Eficiente
Centro,Departamento,7,6,False,125,Moderado
Centro,Departamento,12,3,True,179,Moderado
Centro,Departamento,14,2,True,204,Ineficiente
Centro,Casa,18,6,True,257,Moderado
Centro,Casa,12,6,True,223,Ineficiente
Norte,Casa,8,3,False,190,Eficiente
Centro,Casa,18,5,True,262,Ineficiente
Centro,Casa,18,2,False,237,Eficiente
Sur,Casa,13,6,False,271,Eficiente
Centro,Casa,15,4,True,250,Ineficiente
Norte,Casa,9,3,False,220,Eficiente
Norte,Departamento,6,5,True,153,Moderado
Centro,Casa,16,5,True,250,Eficiente
Centro,Departamento,12,3,False,188,Moderado
Norte,Casa,15,5,False,235,Eficiente
Sur,Departamento,9,6,True,267,Ineficiente
Centro,Casa,21,5,True,316,Ineficiente
Sur,Casa,22,2,True,312,Moderado
Centro,Departamento,13,4,True,207,Ineficiente
Centro,Casa,16,6,False,247,Eficiente
Centro,Departamento,4,3,True,98,Moderado
Centro,Casa,13,4,False,241,Moderado
Centro,Casa,15,6,True,276,Ineficiente
Centro,Casa,24,4,False,317,Moderado
Centro,Casa,23,5,True,331,Ineficiente
Sur,Casa,20,3,True,326,Moderado
Centro,Casa,11,3,True,238,Ineficiente
Centro,Casa,11,2,True,185,Moderado
Centro,Casa,21,5,True,336,Ineficiente
Centro,Departamento,9,2,False,147,Eficiente
Norte,Departamento,5,2,False,85,Eficiente
Centro,Casa,21,5,True,267,Ineficiente
Centro,Casa,21,6,True,307,Ineficiente
Centro,Casa,21,2,True,264,Moderado
Centro,Casa,21,4,False,277,Moderado
Centro,Departamento,13,6,True,186,Ineficiente
Centro,Departamento,8,5,True,140,Ineficiente
Norte,Casa,21,3,True,296,Moderado
Centro,Casa,17,6,True,339,Ineficiente
Centro,Casa,20,2,True,253,Moderado
Centro,Departamento,9,4,True,193,Ineficiente
Centro,Casa,18,5,True,260,Moderado
Centro,Casa,22,3,True,292,Moderado
Centro,Casa,22,4,False,276,Eficiente
Norte,Casa,9,3,False,196,Eficiente
Sur,Casa,18,5,True,317,Moderado
Centro,Departamento,8,6,True,177,Ineficiente
Centro,Casa,12,2,False,164,Eficiente
Centro,Casa,20,5,True,287,Moderado
Centro,Casa,8,4,True,199,Moderado
Centro,Casa,14,6,False,239,Moderado
Centro,Casa,14,3,True,232,Moderado
Norte,Casa,17,6,True,304,Ineficiente
Centro,Casa,13,6,True,232,Moderado
Centro,Casa,19,4,True,266,Ineficiente
Centro,Casa,20,2,False,256,Eficiente
Centro,Casa,18,6,False,235,Eficiente
Centro,Departamento,7,6,False,127,Moderado
Centro,Casa,23,2,False,261,Eficiente
Sur,Casa,9,2,True,229,Moderado
Centro,Casa,13,3,False,207,Eficiente
Centro,Casa,8,3,False,153,Eficiente
Centro,Casa,18,2,True,273,Ineficiente
Sur,Casa,17,5,True,303,Ineficiente
Centro,Casa,8,2,True,199,Moderado
Centro,Casa,23,3,False,251,Eficiente
Centro,Casa,14,4,False,160,Eficiente
Centro,Departamento,13,4,True,214,Ineficiente
Norte,Departamento,5,6,True,174,Ineficiente
Centro,Casa,16,4,False,242,Moderado
Centro,Casa,9,3,True,229,Moderado
Centro,Departamento,5,4,True,121,Moderado
Centro,Departamento,11,5,False,125,Eficiente
Centro,Casa,13,2,False,220,Moderado
Centro,Casa,12,2,True,232,Ineficiente
Centro,Casa,15,3,False,242,Eficiente
Centro,Casa,15,6,False,268,Moderado
Centro,Casa,12,2,True,195,Moderado
Centro,Casa,19,4,True,296,Ineficiente
Norte,Casa,14,5,True,262,Ineficiente
Centro,Casa,20,6,True,314,Ineficiente
Centro,Casa,20,6,True,331,Ineficiente
Centro,Casa,24,6,True,323,Ineficiente
Centro,Casa,11,2,True,197,Moderado
Centro,Casa,17,6,True,246,Ineficiente
Norte,Casa,10,3,True,184,Moderado
Norte,Departamento,12,4,True,238,Ineficiente
Centro,Casa,8,5,True,236,Moderado
Centro,Casa,18,4,False,266,Moderado
Norte,Casa,20,3,True,293,Ineficiente
Centro,Casa,24,3,True,323,Ineficiente
Centro,Departamento,12,4,True,195,Moderado
Centro,Casa,24,2,False,254,Eficiente
Centro,Casa,9,3,True,225,Moderado
Centro,Casa,10,6,False,210,Moderado
Centro,Casa,10,5,False,209,Eficiente
Centro,Departamento,13,5,True,207,Ineficiente
Centro,Departamento,7,3,True,151,Moderado
Centro,Casa,21,6,False,284,Moderado
Centro,Casa,23,4,True,300,Moderado
Norte,Departamento,7,5,True,191,Ineficiente
Centro,Departamento,9,6,True,217,Ineficiente
Centro,Casa,24,6,False,307,Moderado
Sur,Casa,12,2,True,281,Moderado
Centro,Casa,8,3,True,172,Moderado
Centro,Departamento,12,6,True,215,Ineficiente
Centro,Casa,17,4,True,274,Ineficiente
Centro,Casa,19,5,False,279,Moderado
Centro,Casa,9,2,True,189,Moderado
Centro,Casa,23,4,False,300,Moderado
Centro,Casa,22,5,True,289,Moderado
Centro,Casa,20,3,False,277,Moderado
Centro,Casa,21,4,True,316,Moderado
Sur,Casa,9,5,False,205,Eficiente
Norte,Casa,9,2,False,200,Eficiente
Sur,Casa,10,5,False,230,Eficiente
Sur,Casa,12,6,True,288,Ineficiente
Centro,Departamento,6,2,False,112,Eficiente
Centro,Casa,22,4,True,294,Moderado
Centro,Casa,19,3,False,236,Eficiente
Centro,Casa,16,2,True,275,Ineficiente
Centro,Casa,21,2,False,242,Eficiente
Centro,Casa,23,2,True,285,Moderado
Centro,Casa,18,5,True,250,Moderado
Centro,Casa,13,6,True,263,Ineficiente
Centro,Casa,17,3,True,279,Ineficiente
Centro,Casa,15,3,True,252,Moderado
Centro,Casa,23,6,True,300,Ineficiente
Norte,Casa,10,5,True,205,Moderado
Norte,Casa,9,5,False,219,Moderado
Centro,Casa,23,6,True,333,Ineficiente
Norte,Casa,16,6,False,251,Moderado
Norte,Departamento,5,4,True,161,Moderado
Centro,Departamento,13,5,False,144,Moderado
Norte,Casa,17,2,True,258,Moderado
Centro,Casa,20,3,True,287,Moderado
Centro,Casa,22,5,True,301,Ineficiente
Centro,Casa,11,6,False,210,Moderado
Centro,Casa,16,2,True,269,Moderado
Centro,Departamento,14,4,False,153,Eficiente
Centro,Casa,23,4,False,285,Eficiente
Centro,Departamento,10,2,True,151,Moderado
Centro,Casa,9,2,False,169,Eficiente
Norte,Casa,21,6,False,302,Moderado
Sur,Casa,10,6,True,239,Eficiente
Centro,Casa,11,3,True,203,Moderado
Centro,Casa,8,3,False,162,Eficiente
Centro,Casa,16,4,True,264,Moderado
Centro,Casa,24,2,False,300,Eficiente
Centro,Departamento,10,4,True,141,Eficiente
Centro,Casa,24,6,False,284,Moderado
Centro,Departamento,6,5,False,124,Eficiente
Norte,Departamento,5,6,False,141,Eficiente
Centro,Casa,23,5,True,319,Ineficiente
Centro,Casa,10,2,True,180,Moderado
Centro,Casa,19,2,True,263,Ineficiente
Norte,Departamento,6,2,True,148,Moderado
Centro,Casa,22,3,False,283,Eficiente
Sur,Casa,24,3,True,349,Moderado
Centro,Casa,14,5,True,239,Ineficiente
Centro,Casa,14,4,True,267,Moderado
Norte,Casa,12,4,True,238,Ineficiente
Centro,Casa,15,5,False,214,Eficiente
Centro,Casa,23,3,True,312,Moderado
Sur,Departamento,6,6,False,162,Moderado
Centro,Casa,22,5,True,305,Moderado
Centro,Departamento,10,4,True,209,Ineficiente
Centro,Casa,12,5,True,224,Moderado
Norte,Departamento,8,5,True,166,Ineficiente
Centro,Casa,17,2,True,249,Moderado
Centro,Casa,16,3,False,220,Eficiente
Sur,Casa,8,2,True,246,Moderado
Centro,Departamento,5,3,True,107,Moderado
Centro,Casa,15,5,False,283,Moderado
Centro,Departamento,4,3,True,113,Moderado
Centro,Departamento,13,4,False,181,Moderado
Sur,Casa,11,2,True,270,Moderado
Centro,Casa,18,5,True,279,Ineficiente
Centro,Casa,12,4,True,241,Ineficiente
Centro,Casa,17,3,True,260,Ineficiente
Centro,Departamento,5,3,True,147,Moderado
Centro,Casa,20,4,True,276,Ineficiente
Centro,Casa,12,3,False,185,Eficiente
Centro,Departamento,6,2,True,101,Eficiente
Norte,Casa,20,6,True,323,Ineficiente
Norte,Departamento,9,3,True,176,Moderado
Centro,Casa,22,5,True,311,Ineficiente
Centro,Casa,20,3,True,273,Moderado
Centro,Casa,8,5,True,230,Ineficiente
Centro,Casa,13,3,False,202,Eficiente
Centro,Casa,18,3,True,253,Moderado
Centro,Casa,20,5,True,282,Moderado
Centro,Casa,8,2,True,201,Ineficiente
Centro,Casa,18,6,True,339,Ineficiente
Centro,Casa,18,6,True,308,Ineficiente
Centro,Casa,15,2,True,215,Moderado
Centro,Casa,10,3,True,214,Ineficiente
Centro,Casa,19,6,True,272,Moderado
Centro,Casa,13,2,False,193,Eficiente
Centro,Casa,15,2,True,233,Moderado
Centro,Casa,12,6,False,212,Moderado
Norte,Casa,17,5,True,306,Ineficiente
Centro,Casa,23,4,False,275,Eficiente
Sur,Casa,19,5,False,301,Eficiente
Centro,Departamento,8,3,False,130,Eficiente
Centro,Casa,13,5,True,227,Moderado
Centro,Casa,16,4,True,246,Ineficiente
Norte,Casa,17,4,True,271,Moderado
Centro,Casa,21,2,True,295,Moderado
Centro,Departamento,14,3,True,190,Ineficiente
Centro,Casa,24,2,True,338,Ineficiente
Centro,Casa,23,5,True,295,Moderado
Centro,Casa,11,5,True,211,Ineficiente
Norte,Casa,9,6,True,216,Ineficiente
Sur,Casa,23,2,True,333,Ineficiente
Centro,Casa,8,2,True,180,Eficiente
Centro,Casa,10,2,True,197,Moderado
Centro,Casa,18,2,False,256,Eficiente
Centro,Casa,23,4,True,302,Ineficiente
Centro,Casa,22,6,False,276,Moderado
Norte,Casa,16,3,True,277,Moderado
Centro,Casa,19,3,False,251,Moderado
Norte,Departamento,11,3,True,212,Moderado
Centro,Casa,15,4,False,241,Eficiente
Centro,Departamento,12,6,True,208,Ineficiente
Centro,Casa,9,6,False,211,Moderado
Sur,Casa,15,4,True,276,Moderado
Centro,Casa,9,2,True,195,Moderado
Centro,Casa,8,5,True,208,Ineficiente
Centro,Casa,20,2,False,251,Eficiente
Centro,Casa,24,3,True,369,Moderado
Centro,Casa,10,2,False,201,Eficiente
Centro,Departamento,14,4,True,224,Ineficiente
Sur,Casa,12,3,True,258,Moderado
Sur,Casa,13,5,True,279,Moderado
Centro,Casa,11,3,False,207,Eficiente
Centro,Casa,24,2,True,333,Ineficiente
Centro,Casa,23,6,False,273,Moderado
Centro,Casa,23,6,True,306,Moderado
Centro,Departamento,7,6,True,160,Ineficiente
Centro,Casa,9,3,True,208,Moderado
Sur,Casa,24,6,True,378,Ineficiente
Centro,Casa,22,4,False,288,Eficiente
Centro,Departamento,8,5,True,175,Ineficiente
Centro,Casa,13,6,True,230,Ineficiente
Sur,Casa,23,4,False,317,Eficiente
Centro,Casa,12,4,True,202,Moderado
Centro,Casa,19,3,False,267,Eficiente
Centro,Casa,13,3,True,231,Moderado
Centro,Casa,21,5,False,248,Moderado
Centro,Casa,23,5,True,358,Ineficiente
Centro,Casa,14,2,True,182,Eficiente
Centro,Casa,9,5,True,211,Ineficiente
Centro,Casa,13,3,True,257,Ineficiente
Centro,Casa,16,4,False,222,Eficiente
Centro,Casa,14,2,True,236,Moderado
Centro,Casa,9,5,False,197,Eficiente
Centro,Casa,15,4,True,204,Moderado
Sur,Casa,18,3,True,284,Moderado
Centro,Departamento,6,6,True,155,Ineficiente
Centro,Departamento,8,2,True,149,Moderado
Centro,Casa,20,4,True,258,Moderado
Centro,Casa,12,3,True,223,Moderado
Centro,Casa,9,3,False,188,Eficiente
Centro,Casa,18,2,True,286,Ineficiente
Centro,Casa,8,2,True,195,Moderado
Centro,Casa,20,5,True,271,Moderado
Centro,Casa,12,5,False,220,Moderado
Norte,Casa,21,2,True,315,Moderado
Centro,Casa,20,2,False,246,Eficiente
Centro,Casa,14,4,True,235,Moderado
Norte,Casa,15,5,True,265,Moderado
Sur,Casa,14,3,True,290,Moderado
Centro,Departamento,9,5,True,170,Ineficiente
Centro,Departamento,11,5,False,168,Moderado
Centro,Casa,18,2,True,246,Moderado
Sur,Casa,8,2,True,232,Moderado
Centro,Casa,15,5,True,232,Ineficiente
Centro,Casa,8,6,True,199,Moderado
Centro,Casa,16,6,False,242,Eficiente
Sur,Casa,16,5,False,262,Eficiente
Centro,Casa,17,6,True,266,Ineficiente
Centro,Casa,18,5,True,291,Ineficiente
Centro,Casa,8,2,False,160,Eficiente
Centro,Casa,15,2,True,232,Moderado
Centro,Casa,19,2,False,225,Eficiente
Centro,Casa,8,3,True,185,Moderado
Centro,Departamento,9,2,True,157,Moderado
Norte,Casa,11,2,False,219,Eficiente
Norte,Casa,22,5,True,293,Moderado
Centro,Departamento,7,6,False,155,Moderado
Centro,Departamento,9,6,True,170,Ineficiente
Centro,Casa,12,2,True,217,Ineficiente
Centro,Departamento,5,2,True,144,Moderado
Centro,Casa,9,2,True,242,Moderado
Norte,Casa,11,5,False,232,Eficiente
Centro,Casa,16,5,True,252,Ineficiente
Centro,Casa,17,5,True,272,Ineficiente
Norte,Casa,22,6,False,312,Moderado
Centro,Casa,8,3,False,142,Eficiente
Centro,Casa,18,6,True,259,Moderado
Centro,Casa,21,5,True,305,Moderado
Centro,Casa,17,4,True,274,Ineficiente
Norte,Casa,23,3,False,303,Eficiente
Sur,Casa,15,2,True,293,Moderado
Centro,Casa,9,6,False,185,Moderado
Sur,Casa,14,3,True,299,Moderado
Norte,Departamento,8,4,True,217,Ineficiente
Sur,Casa,22,3,True,321,Moderado
Centro,Casa,15,6,True,234,Ineficiente
Centro,Casa,21,5,True,295,Ineficiente
Norte,Casa,8,2,True,228,Moderado
Centro,Casa,20,5,True,303,Moderado
Sur,Casa,10,5,True,262,Ineficiente
Centro,Casa,13,6,True,199,Moderado
Centro,Casa,22,5,True,290,Moderado
Sur,Departamento,6,5,False,189,Moderado
Centro,Casa,10,6,True,190,Moderado
Centro,Casa,11,6,False,207,Eficiente
Centro,Departamento,11,4,True,170,Moderado
Sur,Casa,17,5,True,322,Moderado
Norte,Casa,15,3,True,231,Moderado
Centro,Casa,19,2,False,236,Eficiente
Centro,Casa,10,2,True,208,Moderado
Centro,Casa,15,6,True,252,Ineficiente
Centro,Casa,8,6,False,198,Moderado
Sur,Casa,21,4,True,301,Moderado
Sur,Casa,20,5,True,307,Moderado
Norte,Casa,19,6,False,276,Moderado
Centro,Casa,10,6,False,206,Moderado
Norte,Casa,20,2,False,280,Eficiente
Centro,Departamento,7,5,False,137,Eficiente
Centro,Casa,17,4,True,245,Moderado
Sur,Casa,8,6,False,214,Eficiente
Centro,Casa,13,6,True,268,Ineficiente
Norte,Casa,16,6,True,327,Ineficiente
Norte,Casa,17,2,True,286,Moderado
Centro,Casa,22,6,False,290,Moderado
Centro,Departamento,6,6,False,108,Eficiente
Centro,Departamento,5,2,True,133,Ineficiente
Centro,Casa,18,6,True,247,Moderado
Sur,Casa,14,5,True,314,Moderado
Centro,Casa,9,5,False,199,Moderado
Centro,Casa,21,2,True,280,Ineficiente
Centro,Casa,13,5,True,217,Moderado
Centro,Casa,12,4,True,232,Moderado
Centro,Casa,12,6,False,183,Eficiente
Norte,Casa,13,4,False,224,Moderado
Sur,Casa,17,5,False,292,Moderado
Centro,Departamento,8,2,True,136,Moderado
Centro,Casa,24,2,False,277,Eficiente
Centro,Casa,10,4,True,261,Ineficiente
Norte,Casa,8,5,True,190,Moderado
Norte,Casa,17,6,False,253,Moderado
Centro,Casa,10,5,True,214,Ineficiente
Centro,Casa,12,5,False,198,Eficiente
Centro,Casa,17,2,True,263,Moderado
Centro,Casa,23,3,True,311,Ineficiente
Centro,Casa,8,6,True,211,Ineficiente
Centro,Casa,13,6,True,248,Ineficiente
Centro,Casa,16,2,True,211,Moderado
Sur,Departamento,9,5,True,222,Ineficiente
Centro,Casa,21,2,False,260,Eficiente
Centro,Casa,17,5,False,230,Eficiente
Centro,Casa,9,3,True,235,Moderado
Centro,Departamento,12,3,True,182,Moderado
Norte,Casa,8,4,True,225,Moderado
Centro,Casa,17,5,True,268,Ineficiente
Centro,Casa,16,2,True,213,Moderado
Centro,Casa,10,2,True,184,Moderado
Centro,Casa,22,2,True,283,Moderado
Centro,Casa,11,4,False,216,Moderado
Centro,Departamento,13,6,True,196,Ineficiente
Centro,Casa,13,2,True,230,Ineficiente
Centro,Casa,24,3,True,317,Moderado
Norte,Casa,12,2,True,223,Moderado
Centro,Casa,22,2,False,245,Eficiente
Centro,Departamento,5,2,True,116,Moderado
Centro,Casa,12,6,False,199,Eficiente
Centro,Casa,20,2,True,253,Eficiente
Centro,Casa,8,6,True,228,Ineficiente
Norte,Casa,8,6,False,217,Moderado
Centro,Casa,14,4,False,196,Eficiente
Centro,Casa,12,3,True,227,Moderado
Norte,Departamento,13,2,True,199,Moderado
Centro,Departamento,9,2,False,130,Eficiente
Centro,Casa,24,2,True,303,Moderado
Centro,Departamento,11,6,True,162,Moderado
Centro,Casa,14,5,True,208,Moderado
Centro,Casa,15,3,True,245,Moderado
Centro,Casa,20,2,True,267,Moderado
Centro,Casa,18,5,True,271,Moderado
Centro,Casa,16,5,False,224,Moderado
Centro,Casa,8,5,True,205,Ineficiente
Norte,Casa,15,3,True,231,Moderado
Norte,Casa,19,5,False,278,Eficiente
Centro,Casa,9,2,True,146,Eficiente
Sur,Casa,22,2,True,314,Moderado
Centro,Casa,24,4,False,278,Moderado
Norte,Casa,22,6,True,292,Moderado
Centro,Casa,16,5,True,287,Ineficiente
Centro,Casa,10,6,True,223,Ineficiente
Centro,Departamento,4,6,True,127,Ineficiente
Centro,Casa,8,6,False,223,Moderado
Centro,Casa,22,6,False,288,Moderado
Centro,Departamento,9,6,True,184,Ineficiente
Centro,Casa,19,2,False,238,Eficiente
Centro,Casa,13,3,True,219,Ineficiente
Centro,Casa,20,5,True,293,Ineficiente
Centro,Departamento,5,5,False,62,Eficiente
Sur,Casa,20,2,False,252,Eficiente
Sur,Casa,24,2,True,312,Moderado
Centro,Casa,8,6,False,137,Eficiente
Centro,Casa,12,3,True,232,Moderado
Sur,Casa,24,5,True,342,Moderado
Norte,Casa,14,4,True,285,Ineficiente
Centro,Casa,23,2,False,265,Eficiente
Centro,Departamento,9,4,True,148,Moderado
Centro,Casa,19,5,True,278,Ineficiente
Centro,Casa,21,2,True,300,Ineficiente
Centro,Departamento,9,5,True,164,Moderado
Norte,Casa,19,2,True,309,Moderado
Centro,Casa,20,5,False,283,Moderado
Centro,Casa,15,4,True,235,Moderado
Centro,Departamento,5,3,True,121,Eficiente
Centro,Casa,16,2,True,232,Moderado
Centro,Casa,9,4,False,155,Eficiente
Centro,Departamento,6,5,False,93,Eficiente
Centro,Casa,20,4,False,246,Eficiente
Centro,Departamento,11,2,True,119,Eficiente
Centro,Departamento,14,4,False,151,Eficiente
Norte,Casa,11,5,True,253,Ineficiente
Centro,Casa,19,6,True,256,Moderado
Centro,Casa,23,3,False,297,Moderado
Centro,Casa,17,3,False,242,Eficiente
Centro,Casa,10,6,False,233,Moderado
Centro,Casa,11,2,True,249,Moderado
Centro,Departamento,7,4,True,164,Ineficiente
Centro,Casa,12,4,False,188,Eficiente
Centro,Casa,10,6,True,187,Moderado
Centro,Departamento,10,6,True,151,Moderado
Sur,Departamento,13,5,False,251,Moderado
Centro,Casa,21,5,True,263,Moderado
Centro,Departamento,11,3,False,143,Eficiente
Centro,Casa,11,2,False,207,Eficiente
Centro,Departamento,12,2,True,157,Moderado
Centro,Casa,24,6,True,345,Ineficiente
Centro,Casa,20,3,True,274,Moderado
Centro,Casa,17,3,False,234,Eficiente
Centro,Casa,18,5,True,266,Ineficiente
Centro,Casa,13,4,True,213,Moderado
Centro,Casa,9,2,False,182,Eficiente
Centro,Casa,8,3,True,203,Moderado
Sur,Departamento,6,5,True,202,Ineficiente
Centro,Casa,23,5,False,302,Eficiente
Centro,Casa,10,5,False,182,Eficiente
Centro,Casa,12,4,True,236,Moderado
Centro,Casa,22,3,True,308,Moderado
Centro,Departamento,6,6,True,161,Ineficiente
Centro,Departamento,13,6,False,168,Moderado
Norte,Casa,11,5,True,250,Ineficiente
Sur,Casa,15,5,False,226,Eficiente
Centro,Casa,14,4,True,246,Moderado
Centro,Casa,24,5,True,291,Ineficiente
Centro,Departamento,12,3,True,180,Moderado
Centro,Casa,12,5,False,196,Moderado
Norte,Casa,20,5,True,307,Ineficiente
Centro,Casa,11,3,True,182,Eficiente
Centro,Casa,24,2,True,313,Moderado
Centro,Departamento,6,6,False,146,Moderado
Norte,Casa,21,5,True,293,Moderado
Centro,Casa,21,3,False,230,Eficiente
Centro,Casa,24,6,True,301,Ineficiente
Centro,Casa,15,4,False,236,Eficiente
Centro,Casa,9,2,False,167,Eficiente
Centro,Casa,20,5,True,282,Ineficiente
Centro,Casa,23,2,False,264,Eficiente
Centro,Casa,23,5,True,293,Moderado
Centro,Casa,13,5,False,218,Eficiente
Centro,Casa,11,5,True,253,Ineficiente
Centro,Casa,10,2,True,183,Moderado
Centro,Casa,13,4,True,244,Moderado
Centro,Casa,11,3,True,212,Moderado
Centro,Casa,13,3,True,225,Moderado
Centro,Casa,12,4,True,252,Moderado
Centro,Casa,16,4,True,273,Moderado
Centro,Casa,18,5,False,247,Eficiente
Centro,Casa,13,5,True,255,Ineficiente
Norte,Casa,23,3,False,257,Eficiente
Centro,Casa,18,5,False,203,Eficiente
Norte,Casa,22,5,True,306,Moderado
Centro,Casa,16,4,True,233,Moderado
Centro,Casa,16,2,True,238,Moderado
